"module name","licenses","repository","licenseUrl","parents"
"once@1.4.0","ISC","https://github.com/isaacs/once","https://github.com/isaacs/once/raw/master/LICENSE","cards"
"optionator@0.9.1","MIT","https://github.com/gkz/optionator","https://github.com/gkz/optionator/raw/master/LICENSE","cards"
"p-cancelable@1.1.0","MIT","https://github.com/sindresorhus/p-cancelable","https://github.com/sindresorhus/p-cancelable/raw/master/license","cards"
"package-json@6.5.0","MIT","https://github.com/sindresorhus/package-json","https://github.com/sindresorhus/package-json/raw/master/license","cards"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module","https://github.com/sindresorhus/parent-module/raw/master/license","cards"
"parseurl@1.3.3","MIT","https://github.com/pillarjs/parseurl","https://github.com/pillarjs/parseurl/raw/master/LICENSE","cards"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute","https://github.com/sindresorhus/path-is-absolute/raw/master/license","cards"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key","https://github.com/sindresorhus/path-key/raw/master/license","cards"
"path-to-regexp@0.1.7","MIT","https://github.com/component/path-to-regexp","https://github.com/component/path-to-regexp/raw/master/LICENSE","cards"
"path-type@4.0.0","MIT","https://github.com/sindresorhus/path-type","https://github.com/sindresorhus/path-type/raw/master/license","cards"
"picomatch@2.2.2","MIT","https://github.com/micromatch/picomatch","https://github.com/micromatch/picomatch/raw/master/LICENSE","cards"
"prelude-ls@1.2.1","MIT","https://github.com/gkz/prelude-ls","https://github.com/gkz/prelude-ls/raw/master/LICENSE","cards"
"prepend-http@2.0.0","MIT","https://github.com/sindresorhus/prepend-http","https://github.com/sindresorhus/prepend-http/raw/master/license","cards"
"progress@2.0.3","MIT","https://github.com/visionmedia/node-progress","https://github.com/visionmedia/node-progress/raw/master/LICENSE","cards"
"proxy-addr@2.0.6","MIT","https://github.com/jshttp/proxy-addr","https://github.com/jshttp/proxy-addr/raw/master/LICENSE","cards"
"pseudomap@1.0.2","ISC","https://github.com/isaacs/pseudomap","https://github.com/isaacs/pseudomap/raw/master/LICENSE","cards"
"pstree.remy@1.1.8","MIT","https://github.com/remy/pstree","https://github.com/remy/pstree/raw/master/LICENSE","cards"
"pump@3.0.0","MIT","https://github.com/mafintosh/pump","https://github.com/mafintosh/pump/raw/master/LICENSE","cards"
"punycode@2.1.1","MIT","https://github.com/bestiejs/punycode.js","https://github.com/bestiejs/punycode.js/raw/master/LICENSE-MIT.txt","cards"
"pupa@2.1.1","MIT","https://github.com/sindresorhus/pupa","https://github.com/sindresorhus/pupa/raw/master/license","cards"
"qs@6.7.0","BSD-3-Clause","https://github.com/ljharb/qs","https://github.com/ljharb/qs/raw/master/LICENSE","cards"
"random-bytes@1.0.0","MIT","https://github.com/crypto-utils/random-bytes","https://github.com/crypto-utils/random-bytes/raw/master/LICENSE","cards"
"range-parser@1.2.1","MIT","https://github.com/jshttp/range-parser","https://github.com/jshttp/range-parser/raw/master/LICENSE","cards"
"raw-body@2.4.0","MIT","https://github.com/stream-utils/raw-body","https://github.com/stream-utils/raw-body/raw/master/LICENSE","cards"
"rc@1.2.8","(BSD-2-Clause OR MIT OR Apache-2.0)","https://github.com/dominictarr/rc","https://github.com/dominictarr/rc/raw/master/LICENSE.APACHE2","cards"
"readdirp@3.5.0","MIT","https://github.com/paulmillr/readdirp","https://github.com/paulmillr/readdirp/raw/master/LICENSE","cards"
"regexpp@3.1.0","MIT","https://github.com/mysticatea/regexpp","https://github.com/mysticatea/regexpp/raw/master/LICENSE","cards"
"registry-auth-token@4.2.1","MIT","https://github.com/rexxars/registry-auth-token","https://github.com/rexxars/registry-auth-token/raw/master/LICENSE","cards"
"registry-url@5.1.0","MIT","https://github.com/sindresorhus/registry-url","https://github.com/sindresorhus/registry-url/raw/master/license","cards"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from","https://github.com/sindresorhus/resolve-from/raw/master/license","cards"
"responselike@1.0.2","MIT","https://github.com/lukechilds/responselike","https://github.com/lukechilds/responselike/raw/master/LICENSE","cards"
"reusify@1.0.4","MIT","https://github.com/mcollina/reusify","https://github.com/mcollina/reusify/raw/master/LICENSE","cards"
"rimraf@3.0.2","ISC","https://github.com/isaacs/rimraf","https://github.com/isaacs/rimraf/raw/master/LICENSE","cards"
"run-parallel@1.1.10","MIT","https://github.com/feross/run-parallel","https://github.com/feross/run-parallel/raw/master/LICENSE","cards"
"safe-buffer@5.1.2","MIT","https://github.com/feross/safe-buffer","https://github.com/feross/safe-buffer/raw/master/LICENSE","cards"
"safe-buffer@5.2.0","MIT","https://github.com/feross/safe-buffer","https://github.com/feross/safe-buffer/raw/master/LICENSE","express-session:cards"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer","https://github.com/ChALkeR/safer-buffer/raw/master/LICENSE","cards"
"sanitizer@0.1.3","Apache-2.0","https://github.com/theSmaw/Caja-HTML-Sanitizer","https://github.com/theSmaw/Caja-HTML-Sanitizer","cards"
"semver-diff@3.1.1","MIT","https://github.com/sindresorhus/semver-diff","https://github.com/sindresorhus/semver-diff/raw/master/license","cards"
"semver@5.7.1","ISC","https://github.com/npm/node-semver","https://github.com/npm/node-semver/raw/master/LICENSE","cards"
"semver@6.3.0","ISC","https://github.com/npm/node-semver","https://github.com/npm/node-semver/raw/master/LICENSE","make-dir:cards"
"semver@7.3.4","ISC","https://github.com/npm/node-semver","https://github.com/npm/node-semver/raw/master/LICENSE","@typescript-eslint/typescript-estree:cards"
"send@0.17.1","MIT","https://github.com/pillarjs/send","https://github.com/pillarjs/send/raw/master/LICENSE","cards"
"serve-static@1.14.1","MIT","https://github.com/expressjs/serve-static","https://github.com/expressjs/serve-static/raw/master/LICENSE","cards"
"setprototypeof@1.1.1","ISC","https://github.com/wesleytodd/setprototypeof","https://github.com/wesleytodd/setprototypeof/raw/master/LICENSE","cards"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command","https://github.com/kevva/shebang-command/raw/master/license","cards"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex","https://github.com/sindresorhus/shebang-regex/raw/master/license","cards"
"signal-exit@3.0.3","ISC","https://github.com/tapjs/signal-exit","https://github.com/tapjs/signal-exit/raw/master/LICENSE.txt","cards"
"slash@3.0.0","MIT","https://github.com/sindresorhus/slash","https://github.com/sindresorhus/slash/raw/master/license","cards"
"slice-ansi@2.1.0","MIT","https://github.com/chalk/slice-ansi","https://github.com/chalk/slice-ansi/raw/master/license","cards"
"source-map-support@0.5.19","MIT","https://github.com/evanw/node-source-map-support","https://github.com/evanw/node-source-map-support/raw/master/LICENSE.md","cards"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map","https://github.com/mozilla/source-map/raw/master/LICENSE","cards"
"sprintf-js@1.0.3","BSD-3-Clause","https://github.com/alexei/sprintf.js","https://github.com/alexei/sprintf.js/raw/master/LICENSE","cards"
"statuses@1.5.0","MIT","https://github.com/jshttp/statuses","https://github.com/jshttp/statuses/raw/master/LICENSE","cards"
"ste-core@2.0.6","MIT","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript/raw/master/LICENSE","cards"
"ste-events@2.0.6","MIT","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript/raw/master/LICENSE","cards"
"ste-promise-events@2.0.6","MIT","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript/raw/master/LICENSE","cards"
"ste-promise-signals@2.0.6","MIT","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript/raw/master/LICENSE","cards"
"ste-promise-simple-events@2.0.6","MIT","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript/raw/master/LICENSE","cards"
"ste-signals@2.0.6","MIT","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript/raw/master/LICENSE","cards"
"ste-simple-events@2.0.6","MIT","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript/raw/master/LICENSE","cards"
"string-width@3.1.0","MIT","https://github.com/sindresorhus/string-width","https://github.com/sindresorhus/string-width/raw/master/license","ansi-align:cards"
"string-width@4.2.0","MIT","https://github.com/sindresorhus/string-width","https://github.com/sindresorhus/string-width/raw/master/license","cards"
"strip-ansi@5.2.0","MIT","https://github.com/chalk/strip-ansi","https://github.com/chalk/strip-ansi/raw/master/license","cards"
"strip-ansi@6.0.0","MIT","https://github.com/chalk/strip-ansi","https://github.com/chalk/strip-ansi/raw/master/license","string-width:cards"
"strip-json-comments@2.0.1","MIT","https://github.com/sindresorhus/strip-json-comments","https://github.com/sindresorhus/strip-json-comments/raw/master/license","cards"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments","https://github.com/sindresorhus/strip-json-comments/raw/master/license","@eslint/eslintrc:cards"
"strongly-typed-events@2.0.6","MIT","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript","https://github.com/KeesCBakker/Strongly-Typed-Events-for-TypeScript/raw/master/LICENSE","cards"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color","https://github.com/chalk/supports-color/raw/master/license","cards"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color","https://github.com/chalk/supports-color/raw/master/license","chalk:cards"
"table@5.4.6","BSD-3-Clause","https://github.com/gajus/table","https://github.com/gajus/table/raw/master/LICENSE","cards"
"term-size@2.2.1","MIT","https://github.com/sindresorhus/term-size","https://github.com/sindresorhus/term-size/raw/master/license","cards"
"text-table@0.2.0","MIT","https://github.com/substack/text-table","https://github.com/substack/text-table/raw/master/LICENSE","cards"
"to-readable-stream@1.0.0","MIT","https://github.com/sindresorhus/to-readable-stream","https://github.com/sindresorhus/to-readable-stream/raw/master/license","cards"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range","https://github.com/micromatch/to-regex-range/raw/master/LICENSE","cards"
"toidentifier@1.0.0","MIT","https://github.com/component/toidentifier","https://github.com/component/toidentifier/raw/master/LICENSE","cards"
"touch@3.1.0","ISC","https://github.com/isaacs/node-touch","https://github.com/isaacs/node-touch/raw/master/LICENSE","cards"
"ts-node@9.1.1","MIT","https://github.com/TypeStrong/ts-node","https://github.com/TypeStrong/ts-node/raw/master/LICENSE","cards"
"tslib@1.14.1","0BSD","https://github.com/Microsoft/tslib","https://github.com/Microsoft/tslib/raw/master/LICENSE.txt","cards"
"tsutils@3.17.1","MIT","https://github.com/ajafff/tsutils","https://github.com/ajafff/tsutils/raw/master/LICENSE","cards"
"type-check@0.4.0","MIT","https://github.com/gkz/type-check","https://github.com/gkz/type-check/raw/master/LICENSE","cards"
"type-fest@0.8.1","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest","https://github.com/sindresorhus/type-fest/raw/master/license","cards"
"type-is@1.6.18","MIT","https://github.com/jshttp/type-is","https://github.com/jshttp/type-is/raw/master/LICENSE","cards"
"typedarray-to-buffer@3.1.5","MIT","https://github.com/feross/typedarray-to-buffer","https://github.com/feross/typedarray-to-buffer/raw/master/LICENSE","cards"
"typescript@4.1.3","Apache-2.0","https://github.com/Microsoft/TypeScript","https://github.com/Microsoft/TypeScript/raw/master/LICENSE.txt","cards"
"uid-safe@2.1.5","MIT","https://github.com/crypto-utils/uid-safe","https://github.com/crypto-utils/uid-safe/raw/master/LICENSE","cards"
"undefsafe@2.0.3","MIT","https://github.com/remy/undefsafe","https://github.com/remy/undefsafe/raw/master/LICENSE","cards"
"underscore@1.4.4","UNKNOWN","https://github.com/documentcloud/underscore","https://github.com/documentcloud/underscore/raw/master/LICENSE","cards"
"underscore@1.8.3","MIT","https://github.com/jashkenas/underscore","https://github.com/jashkenas/underscore/raw/master/LICENSE","express-sanitizer:cards"
"unique-string@2.0.0","MIT","https://github.com/sindresorhus/unique-string","https://github.com/sindresorhus/unique-string/raw/master/license","cards"
"unpipe@1.0.0","MIT","https://github.com/stream-utils/unpipe","https://github.com/stream-utils/unpipe/raw/master/LICENSE","cards"
"update-notifier@4.1.3","BSD-2-Clause","https://github.com/yeoman/update-notifier","https://github.com/yeoman/update-notifier/raw/master/license","cards"
"uri-js@4.4.0","BSD-2-Clause","https://github.com/garycourt/uri-js","https://github.com/garycourt/uri-js/raw/master/LICENSE","cards"
"url-parse-lax@3.0.0","MIT","https://github.com/sindresorhus/url-parse-lax","https://github.com/sindresorhus/url-parse-lax/raw/master/license","cards"
"utils-merge@1.0.1","MIT","https://github.com/jaredhanson/utils-merge","https://github.com/jaredhanson/utils-merge/raw/master/LICENSE","cards"
"v8-compile-cache@2.2.0","MIT","https://github.com/zertosh/v8-compile-cache","https://github.com/zertosh/v8-compile-cache/raw/master/LICENSE","cards"
"vary@1.1.2","MIT","https://github.com/jshttp/vary","https://github.com/jshttp/vary/raw/master/LICENSE","cards"
"which@2.0.2","ISC","https://github.com/isaacs/node-which","https://github.com/isaacs/node-which/raw/master/LICENSE","cards"
"widest-line@3.1.0","MIT","https://github.com/sindresorhus/widest-line","https://github.com/sindresorhus/widest-line/raw/master/license","cards"
"word-wrap@1.2.3","MIT","https://github.com/jonschlinkert/word-wrap","https://github.com/jonschlinkert/word-wrap/raw/master/LICENSE","cards"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy","https://github.com/npm/wrappy/raw/master/LICENSE","cards"
"write-file-atomic@3.0.3","ISC","https://github.com/npm/write-file-atomic","https://github.com/npm/write-file-atomic/raw/master/LICENSE","cards"
"ws@5.2.2","MIT","https://github.com/websockets/ws","https://github.com/websockets/ws/raw/master/LICENSE","cards"
"xdg-basedir@4.0.0","MIT","https://github.com/sindresorhus/xdg-basedir","https://github.com/sindresorhus/xdg-basedir/raw/master/license","cards"
"yallist@2.1.2","ISC","https://github.com/isaacs/yallist","https://github.com/isaacs/yallist/raw/master/LICENSE","memorystore:cards"
"yallist@4.0.0","ISC","https://github.com/isaacs/yallist","https://github.com/isaacs/yallist/raw/master/LICENSE","cards"
"yn@3.1.1","MIT","https://github.com/sindresorhus/yn","https://github.com/sindresorhus/yn/raw/master/license","cards"
